Name	version	spawnable	rare	level	maxlevel	levelreq	classspecific	class	classlevelreq	frequency	group	mod1code	mod1param	mod1min	mod1max	mod2code	mod2param	mod2min	mod2max	mod3code	mod3param	mod3min	mod3max	transform	transformcolor	itype1	itype2	itype3	itype4	itype5	itype6	itype7	etype1	etype2	etype3	etype4	etype5	divide	multiply	add
Azure	100	1	1	1		1				1	117	res-cold		4	7											mcha												0	0	0
Lapis	100	1	1	16		12				2	117	res-cold		8	10											mcha												0	0	0
Cobalt	100	1	1	25		18				2	117	res-cold		11	15									1	lblu	mcha												0	0	0
Sapphire	100	1		35		27				2	117	res-cold		16	20									1	lblu	mcha												0	0	0
Azure	100	1	1	1		1				1	117	res-cold		3	5											scha												0	0	0
Lapis	100	1	1	14		10				2	117	res-cold		6	9											scha												0	0	0
Cobalt	100	1	1	27		20				2	117	res-cold		10	12									1	lblu	scha												0	0	0
Sapphire	100	1		40		32				2	117	res-cold		13	15									1	lblu	scha												0	0	0
Azure	1	1	1	5		3				2	117	res-cold		11	20											armo	weap	ring	amul	orb	circ							0	0	0
Lapis	1	1	1	12		9				4	117	res-cold		11	20											armo	ring	amul	orb	circ								0	0	0
Lapis	1	1	1	35		26				2	117	res-cold		21	30											weap							orb					0	0	0
Cobalt	1	1	1	18		13				3	117	res-cold		21	30											armo	ring	amul	orb	circ								0	0	0
Cobalt	1	1	1	55		41				2	117	res-cold		31	40											weap							orb					0	0	0
Sapphire	1	1	1	25		18				3	117	res-cold		41	50									1	lblu	rod	boot	amul	orb	circ								0	0	0
Lapis Lazuli	100	1	1	2		1				4	117	res-cold		10	25									1	lblu	jewl												0	0	0
Sapphire	100	1	1	19		14				4	117	res-cold		26	40									1	lblu	jewl												0	0	0
Crimson	100	1	1	1		1				2	118	res-fire		7	15											lcha												0	0	0
Russet	100	1	1	10		7				2	118	res-fire		16	25											lcha												0	0	0
Garnet	100	1	1	20		15				2	118	res-fire		26	30									1	lred	lcha												0	0	0
Ruby	100	1		30		22				2	118	res-fire		31	40									1	lred	lcha												0	0	0
Crimson	100	1	1	1		1				2	118	res-fire		4	7											mcha												0	0	0
Russet	100	1	1	16		12				2	118	res-fire		8	10											mcha												0	0	0
Garnet	100	1	1	25		18				2	118	res-fire		11	15									1	lred	mcha												0	0	0
Ruby	100	1		35		27				2	118	res-fire		16	20									1	lred	mcha												0	0	0
Crimson	100	1	1	1		1				2	118	res-fire		3	5											scha												0	0	0
Russet	100	1	1	14		10				2	118	res-fire		6	9									1	lred	scha												0	0	0
Garnet	100	1		27		20				2	118	res-fire		10	12									1	lred	scha												0	0	0
Ruby	100	1	1	40		32				2	118	res-fire		13	15											scha												0	0	0
Russet	1	1	1	12		9				2	118	res-fire		21	30											armo	ring	amul	orb	circ								0	0	0
Russet	1	1	1	35		26				1	118	res-fire		21	30											weap							orb					0	0	0
Garnet	1	1	1	18		13				3	118	res-fire		31	40											armo	ring	amul	orb	circ								0	0	0
Garnet	1	1	1	55		41				1	118	res-fire		31	40											weap							orb					0	0	0
Ruby	1	1	1	25		18				3	118	res-fire		41	50									1	lred	rod	boot	amul	orb	circ								0	0	0
Garnet	100	1	1	2		1				4	117	res-fire		10	25									1	lred	jewl												0	0	0
Ruby	100	1	1	18		13				4	117	res-fire		26	40									1	lred	jewl												0	0	0
Tangerine	100	1	1	1		1				2	119	res-ltng		7	15											lcha												0	0	0
Ocher	100	1	1	10		7				2	119	res-ltng		16	25											lcha												0	0	0
Coral	100	1	1	20		15				2	119	res-ltng		26	30									1	lyel	lcha												0	0	0
Amber	100	1		30		22				2	119	res-ltng		31	40									1	lyel	lcha												0	0	0
Tangerine	100	1	1	1		1				2	119	res-ltng		4	7											mcha												0	0	0
Ocher	100	1	1	16		12				2	119	res-ltng		8	10											mcha												0	0	0
Coral	100	1	1	25		18				2	119	res-ltng		11	15									1	lyel	mcha												0	0	0
Amber	100	1		35		27				2	119	res-ltng		16	20									1	lyel	mcha												0	0	0
Tangerine	100	1	1	1		1				2	119	res-ltng		3	5											scha												0	0	0
Ocher	100	1	1	14		10				2	119	res-ltng		6	9											scha												0	0	0
Coral	100	1	1	27		20				2	119	res-ltng		10	12									1	lyel	scha												0	0	0
Amber	100	1		40		32				2	119	res-ltng		13	15									1	lyel	scha												0	0	0
Tangerine	1	1	1	5		3				4	119	res-ltng		11	20											armo	weap	ring	amul	orb	circ							0	0	0
Ocher	1	1	1	12		9				4	119	res-ltng		21	30											armo	ring	amul	orb	circ								0	0	0
Ocher	1	1	1	35		26				1	119	res-ltng		21	30											weap							orb					0	0	0
Coral	1	1	1	18		13				3	119	res-ltng		31	40											armo	ring	amul	orb	circ								0	0	0
Coral	1	1	1	55		41				1	119	res-ltng		31	40											weap							orb					0	0	0
Amber	1	1	1	25		18				3	119	res-ltng		41	50									1	lyel	rod	boot	amul	orb	circ								0	0	0
Camphor	100	1	1	2		1				4	117	res-ltng		10	25									1	lyel	jewl												0	0	0
Ambergris	100	1	1	19		14				4	117	res-ltng		26	40									1	lyel	jewl												0	0	0
Beryl	100	1	1	1		1				2	120	res-pois		7	15											lcha												0	0	0
Viridian	100	1	1	10		7				2	120	res-pois		16	25											lcha												0	0	0
Jade	100	1	1	20		15				2	120	res-pois		26	30									1	cgrn	lcha												0	0	0
Emerald	100	1		30		22				2	120	res-pois		31	40									1	cgrn	lcha												0	0	0
Beryl	100	1	1	1		1				2	120	res-pois		4	7											mcha												0	0	0
Viridian	100	1	1	16		12				2	120	res-pois		8	10											mcha												0	0	0
Jade	100	1	1	25		18				2	120	res-pois		11	15									1	cgrn	mcha												0	0	0
Emerald	100	1		35		27				2	120	res-pois		16	20									1	cgrn	mcha												0	0	0
Beryl	100	1	1	1		1				2	120	res-pois		3	5											scha												0	0	0
Viridian	100	1	1	14		10				2	120	res-pois		6	9											scha												0	0	0
Jade	100	1	1	27		20				2	120	res-pois		10	12									1	cgrn	scha												0	0	0
Emerald	100	1		40		32				2	120	res-pois		13	15									1	cgrn	scha												0	0	0
Beryl	1	1	1	5		3				4	120	res-pois		11	20											armo	weap	ring	amul	orb	circ							0	0	0
Viridian	1	1	1	12		9				4	120	res-pois		21	30											armo	ring	amul	orb	circ								0	0	0
Viridian	1	1	1	35		26				1	120	res-pois		21	30											weap							orb					0	0	0
Jade	1	1	1	18		13				3	120	res-pois		31	40											armo	ring	amul	orb	circ								0	0	0
Jade	1	1	1	55		41				1	120	res-pois		31	40											weap							orb					0	0	0
Emerald	1	1	1	25		18				3	120	res-pois		41	50									1	cgrn	rod	boot	amul	orb	circ								0	0	0
Beryl	100	1	1	2		1				4	117	res-pois		10	25									1	cgrn	jewl												0	0	0
Jade	100	1	1	19		14				4	117	res-pois		26	40									1	cgrn	jewl												0	0	0
Triumphant	1	1	1	3		2				4	121	mana-kill		2	4											weap	ring	circ										0	0	0
Victorious	100	1	1	17		12				4	121	mana-kill		3	6											weap	circ											0	0	0
Aureolin	100	1	1	22		16				4	121	mana-kill		2	4											jewl												0	0	0
Mechanist's	100	1	1	10		7				3	122	sock		1	2											weap	shld	helm	tors	circ			thro					0	0	0
Artificer's	100	1		33		25				2	122	sock	3													weap	shld	helm	tors				thro					0	0	0
Jeweler's	100	1		55		47				2	122	sock	4													weap	shld	helm	tors				thro					0	0	0
Assamic	100	1	1	3		1				2	123	att-demon		25	50	dmg-demon		10	25							weap	circ						wand	orb				0	0	0
Arcadian	100	1	1	15		11				2	123	att-demon		51	100	dmg-demon		26	50							weap	circ						wand	orb				0	0	0
Unearthly	100	1	1	25		18				1	123	att-demon		101	150	dmg-demon		51	100							weap							wand	orb				0	0	0
Astral	100	1	1	35		26				1	123	att-demon		151	200	dmg-demon		101	150							weap							wand	orb				0	0	0
Elysian	100	1	1	45		33				1	123	att-demon		201	300	dmg-demon		151	200					1	dgld	weap							wand	orb				0	0	0
Celestial	100	1		55		41				1	123	att-demon		301	400	dmg-demon		201	300					1	dgld	weap							wand	orb				0	0	0
Diamond	100	1	1	26		19				1	123	att-demon		50	100	dmg-demon		50	80							jewl												0	0	0
Fletcher's	100	1		50		42	ama			1	125	skilltab	0	1	3											lcha												0	0	0
Acrobat's	100	1		50		42	ama			1	125	skilltab	1	1	3											lcha												0	0	0
Harpoonist's	100	1		50		42	ama			1	125	skilltab	2	1	3											lcha												0	0	0
Fletcher's	100	1	1	20		15	ama			1	125	skilltab	0	1	3											miss	glov											0	0	0
Bowyer's	100	1	1	40		30	ama			1	125	skilltab	0	2	4									1	lgld	miss	glov											0	0	0
Archer's	100	1		60		45	ama			1	125	skilltab	0	3	5									1	lgld	miss	glov											0	0	0
Acrobat's	100	1	1	20		15	ama			1	125	skilltab	1	1	3											glov	amul	circ										0	0	0
Gymnast's	100	1	1	40		30	ama			1	125	skilltab	1	2	4									1	lgld	glov	amul	circ										0	0	0
Athlete's	100	1		60		45	ama			1	125	skilltab	1	3	5									1	lgld	glov	amul	circ										0	0	0
Harpoonist's	100	1	1	20		15	ama			1	125	skilltab	2	1	3											spea	glov											0	0	0
Spearmaiden's	100	1	1	40		30	ama			1	125	skilltab	2	2	4									1	lgld	spea	glov											0	0	0
Lancer's	100	1		60		45	ama			1	125	skilltab	2	3	5									1	lgld	spea	glov											0	0	0
Burning	100	1	1	50		42	sor			1	125	skilltab	3	1	3											lcha												0	0	0
Sparking	100	1	1	50		42	sor			1	125	skilltab	4	1	3											lcha												0	0	0
Chilling	100	1	1	50		42	sor			1	125	skilltab	5	1	3											lcha												0	0	0
Burning	100	1	1	20		15	sor			1	125	skilltab	3	1	3											staff	orb	amul	circ									0	0	0
Blazing	100	1	1	40		30	sor			1	125	skilltab	3	2	4									1	lgld	staff	orb	amul	circ									0	0	0
Volcanic	100	1		60		45	sor			1	125	skilltab	3	3	5									1	lgld	staff	orb	amul	circ									0	0	0
Sparking	100	1	1	20		15	sor			1	125	skilltab	4	1	3											staff	orb	amul	circ									0	0	0
Charged	100	1	1	40		30	sor			1	125	skilltab	4	2	4									1	lgld	staff	orb	amul	circ									0	0	0
Powered	100	1		60		45	sor			1	125	skilltab	4	3	5									1	lgld	staff	orb	amul	circ									0	0	0
Chilling	100	1	1	20		15	sor			1	125	skilltab	5	1	3											staff	orb	amul	circ									0	0	0
Freezing	100	1	1	40		30	sor			1	125	skilltab	5	2	4									1	lgld	staff	orb	amul	circ									0	0	0
Glacial	100	1		60		45	sor			1	125	skilltab	5	3	5									1	lgld	staff	orb	amul	circ									0	0	0
Hexing	100	1	1	50		42	nec			1	125	skilltab	6	1	3											lcha												0	0	0
Fungal	100	1	1	50		42	nec			1	125	skilltab	7	1	3											lcha												0	0	0
Graverobber's	100	1	1	50		42	nec			1	125	skilltab	8	1	3											lcha												0	0	0
Hexing	100	1	1	20		15	nec			1	125	skilltab	6	1	3											wand	head	amul	circ									0	0	0
Blighting	100	1	1	40		30	nec			1	125	skilltab	6	2	4									1	lgld	wand	head	amul	circ									0	0	0
Accursed	100	1		60		45	nec			1	125	skilltab	6	3	5									1	lgld	wand	head	amul	circ									0	0	0
Fungal	100	1	1	20		15	nec			1	125	skilltab	7	1	3											wand	head	amul	knif	circ			tkni					0	0	0
Noxious	100	1	1	40		30	nec			1	125	skilltab	7	2	4									1	lgld	wand	head	amul	knif	circ			tkni					0	0	0
Venomous	100	1		60		45	nec			1	125	skilltab	7	3	5									1	lgld	wand	head	amul	knif	circ			tkni					0	0	0
Graverobber's	100	1	1	20		15	nec			1	125	skilltab	8	1	3											wand	head	amul	circ									0	0	0
Vodoun	100	1	1	40		30	nec			1	125	skilltab	8	2	4									1	lgld	wand	head	amul	circ									0	0	0
Golemlord's	100	1		60		45	nec			1	125	skilltab	8	3	5									1	lgld	wand	head	amul	circ									0	0	0
Lion Branded	100	1	1	50		42	pal			1	125	skilltab	9	1	3											lcha												0	0	0
Captain's	100	1	1	50		42	pal			1	125	skilltab	10	1	3											lcha												0	0	0
Preserver's	100	1	1	50		42	pal			1	125	skilltab	11	1	3											lcha												0	0	0
Lion Branded	100	1	1	20		15	pal			1	125	skilltab	9	1	3											scep	swor	mace	shld	ashd	amul	circ						0	0	0
Hawk Branded	100	1	1	40		30	pal			1	125	skilltab	9	2	4									1	lgld	scep	swor	mace	shld	ashd	amul	circ						0	0	0
Rose Branded	100	1		60		45	pal			1	125	skilltab	9	3	5									1	lgld	scep	swor	mace	shld	ashd	amul	circ						0	0	0
Captain's	100	1	1	20		15	pal			1	125	skilltab	10	1	3											scep	swor	mace	shld	ashd	amul	circ						0	0	0
Commander's	100	1	1	40		30	pal			1	125	skilltab	10	2	4									1	lgld	scep	swor	mace	shld	ashd	amul	circ						0	0	0
Marshal's	100	1		60		45	pal			1	125	skilltab	10	3	5									1	lgld	scep	swor	mace	shld	ashd	amul	circ						0	0	0
Preserver's	100	1	1	20		15	pal			1	125	skilltab	11	1	3											shld	ashd	amul	circ									0	0	0
Warder's	100	1	1	40		30	pal			1	125	skilltab	11	2	4									1	lgld	shld	ashd	amul	circ									0	0	0
Guardian's	100	1		60		45	pal			1	125	skilltab	11	3	5									1	lgld	shld	ashd	amul	circ									0	0	0
Expert's	100	1	1	50		42	bar			1	125	skilltab	12	1	3											lcha												0	0	0
Fanatic	100	1	1	50		42	bar			1	125	skilltab	13	1	3											lcha												0	0	0
Sounding	100	1	1	50		42	bar			1	125	skilltab	14	1	3											lcha												0	0	0
Expert's	100	1	1	20		15	bar			1	125	skilltab	12	1	3											phlm	weap	helm					miss	rod				0	0	0
Veteran's	100	1	1	40		30	bar			1	125	skilltab	12	2	4									1	lgld	phlm	weap	helm					miss	rod				0	0	0
Master's	100	1		60		45	bar			1	125	skilltab	12	3	5									1	lgld	phlm	weap	helm					miss	rod				0	0	0
Fanatic	100	1	1	20		15	bar			1	125	skilltab	13	1	3											phlm	weap	amul					miss	rod				0	0	0
Raging	100	1	1	40		30	bar			1	125	skilltab	13	2	4									1	lgld	phlm	weap	amul					miss	rod				0	0	0
Furious	100	1		60		45	bar			1	125	skilltab	13	3	5									1	lgld	phlm	weap	amul					miss	rod				0	0	0
Sounding	100	1	1	20		15	bar			1	125	skilltab	14	1	3											phlm	weap	amul					miss	rod				0	0	0
Resonant	100	1	1	40		30	bar			1	125	skilltab	14	2	4									1	lgld	phlm	weap	amul					miss	rod				0	0	0
Echoing	100	1		60		45	bar			1	125	skilltab	14	3	5									1	lgld	phlm	weap	amul					miss	rod				0	0	0
Trainer's	100	1	1	50		42	dru			1	125	skilltab	15	1	3											lcha												0	0	0
Spiritual	100	1	1	50		42	dru			1	125	skilltab	16	1	3											lcha												0	0	0
Nature's	100	1	1	50		42	dru			1	125	skilltab	17	1	3											lcha												0	0	0
Trainer's	100	1	1	20		15	dru			1	125	skilltab	15	1	3											club	pelt	amul	circ									0	0	0
Caretaker's	100	1	1	40		30	dru			1	125	skilltab	15	2	4									1	lgld	club	pelt	amul	circ									0	0	0
Keeper's	100	1		60		45	dru			1	125	skilltab	15	3	5									1	lgld	club	pelt	amul	circ									0	0	0
Spiritual	100	1	1	20		15	dru			1	125	skilltab	16	1	3											club	pelt	amul	circ									0	0	0
Feral	100	1	1	40		30	dru			1	125	skilltab	16	2	4									1	lgld	club	pelt	amul	circ									0	0	0
Communal	100	1		60		45	dru			1	125	skilltab	16	3	5									1	lgld	club	pelt	amul	circ									0	0	0
Nature's	100	1	1	20		15	dru			1	125	skilltab	17	1	3											club	pelt	amul	circ									0	0	0
Terra's	100	1	1	40		30	dru			1	125	skilltab	17	2	4									1	lgld	club	pelt	amul	circ									0	0	0
Gaea's	100	1		60		45	dru			1	125	skilltab	17	3	5									1	lgld	club	pelt	amul	circ									0	0	0
Entrapping	100	1	1	50		42	ass			1	125	skilltab	18	1	3											lcha												0	0	0
Mentalist's	100	1	1	50		42	ass			1	125	skilltab	19	1	3											lcha												0	0	0
Shogukusha's	100	1	1	50		42	ass			1	125	skilltab	20	1	3											lcha												0	0	0
Entrapping	100	1	1	20		15	ass			1	125	skilltab	18	1	3											h2h	amul	circ										0	0	0
Trickster's	100	1	1	40		30	ass			1	125	skilltab	18	2	4									1	lgld	h2h	amul	circ										0	0	0
Cunning	100	1		60		45	ass			1	125	skilltab	18	3	5									1	lgld	h2h	amul	circ										0	0	0
Mentalist's	100	1	1	20		15	ass			1	125	skilltab	19	1	3											h2h	amul	helm	circ									0	0	0
Psychic	100	1	1	40		30	ass			1	125	skilltab	19	2	4									1	lgld	h2h	amul	helm	circ									0	0	0
Shadow	100	1		60		45	ass			1	125	skilltab	19	3	5									1	lgld	h2h	amul	helm	circ									0	0	0
Shogukusha's	100	1	1	20		15	ass			1	125	skilltab	20	1	3											h2h	amul	glov	circ									0	0	0
Sensei's	100	1	1	40		30	ass			1	125	skilltab	20	2	4									1	lgld	h2h	amul	glov	circ									0	0	0
Kenshi's	100	1		60		45	ass			1	125	skilltab	20	3	5									1	lgld	h2h	amul	glov	circ									0	0	0
Miocene	100	1		1		1				1	101	ac/lvl	6											1	whit	tors												0	0	0
Miocene	100	1	1	1		1				1	101	ac/lvl	2											1	whit	glov	boot	belt	shld									0	0	0
Oligocene	100	1	1	10		7				1	101	ac/lvl	9											1	whit	tors												0	0	0
Oligocene	100	1	1	10		7				1	101	ac/lvl	2											1	whit	glov	boot	belt	shld									0	0	0
Eocene	100	1	1	20		15				1	101	ac/lvl	18											1	whit	tors												0	0	0
Eocene	100	1	1	20		15				1	101	ac/lvl	3											1	whit	glov	boot	belt	shld									0	0	0
Paleocene	100	1	1	30		22				4	101	ac/lvl	24											1	whit	tors												0	0	0
Paleocene	100	1	1	30		22				3	101	ac/lvl	4											1	whit	glov	boot	belt	shld									0	0	0
Knave's	100	1		1		1				1	111	dmg/lvl	4			att/lvl	1							1	whit	weap							staf	wand	orb			0	0	0
Jack's	100	1	1	10		7				1	111	dmg/lvl	6			att/lvl	2							1	whit	weap							staf	wand	orb			0	0	0
Jester's	100	1	1	20		15				1	111	dmg/lvl	8			att/lvl	3							1	whit	weap							staf	wand	orb			0	0	0
Joker's	100	1	1	35		26				1	111	dmg/lvl	10			att/lvl	4							1	whit	weap							staf	wand	orb			0	0	0
Trump	100	1	1	50		37				1	111	dmg/lvl	12			att/lvl	5							1	whit	weap							staf	wand	orb			0	0	0
Loud	100	1		1		1				1	105	dmg/lvl	6											1	whit	weap							staf	wand	orb			0	0	0
Calling	100	1	1	10		7				1	105	dmg/lvl	8											1	whit	weap							staf	wand	orb			0	0	0
Yelling	100	1	1	20		15				1	105	dmg/lvl	10											1	whit	weap							staf	wand	orb			0	0	0
Shouting	100	1	1	35		26				1	105	dmg/lvl	12											1	whit	weap							staf	wand	orb			0	0	0
Gritty	100	1	1	50		37				1	105	dmg/lvl	14											1	whit	weap							staf	wand	orb			0	0	0
Paradox	100	1	1	25		18				1	101	ac%/lvl	12											1	whit	tors												0	0	0
Paradox	100	1	1	25		18				1	105	dmg%/lvl	12											1	whit	weap							staf	wand	orb			0	0	0
Robineye	100	1	1	1		1				1	111	att/lvl	2											1	whit	weap							staf	wand	orb			0	0	0
Sparroweye	100	1	1	10		7				1	111	att/lvl	3											1	whit	weap							staf	wand	orb			0	0	0
Falconeye	100	1	1	20		15				1	111	att/lvl	4											1	whit	weap							staf	wand	orb			0	0	0
Hawkeye	100	1	1	35		26				1	111	att/lvl	5											1	whit	weap							staf	wand	orb			0	0	0
Eagleeye	100	1		50		37				1	111	att/lvl	6											1	whit	weap							staf	wand	orb			0	0	0
Visionary	100	1	1	25		18				1	111	att%/lvl	3											1	whit	helm	miss											0	0	0
Mnemonic	100	1	1	25		18				1	115	mana/lvl	8											1	cblu	helm												0	0	0
Snowflake	100	1	1	25		18				3	137	cold-len		25	25	cold-min		12	18	cold-max		38	60	1	lblu	weap	circ											0	0	0
Shivering	100	1	1	35		26				2	137	cold-len		50	50	cold-min		20	30	cold-max		62	90	1	lblu	weap												0	0	0
Boreal	100	1	1	50		40				1	137	cold-len		75	75	cold-min		32	46	cold-max		92	180	1	lblu	weap												0	0	0
Hibernal	100	1	1	70		60				1	137	cold-len		100	100	cold-min		48	90	cold-max		182	280	1	lblu	weap												0	0	0
Ember	100	1	1	25		18				3	138	fire-min		32	50	fire-max		62	120					1	dred	weap	circ											0	0	0
Smoldering	100	1	1	35		26				2	138	fire-min		52	100	fire-max		122	180					1	dred	weap												0	0	0
Smoking	100	1	1	47		37				1	138	fire-min		102	160	fire-max		182	260					1	dred	weap												0	0	0
Flaming	100	1	1	61		51				1	138	fire-min		162	240	fire-max		262	360					1	dred	weap												0	0	0
Scorching	100	1	1	77		67				1	138	fire-min		242	340	fire-max		362	480					1	dred	weap												0	0	0
Static	100	1	1	25		18				3	139	ltng-min		1	1	ltng-max		98	240					1	lyel	weap	circ											0	0	0
Glowing	100	1	1	34		25				2	139	ltng-min		1	1	ltng-max		242	360					1	lyel	weap												0	0	0
Buzzing	100	1	1	46		36				1	139	ltng-min		1	1	ltng-max		362	520					1	lyel	weap												0	0	0
Arcing	100	1	1	60		50				1	139	ltng-min		1	1	ltng-max		522	720					1	lyel	weap												0	0	0
Shocking	100	1	1	76		66				1	139	ltng-min		1	1	ltng-max		722	960					1	lyel	weap												0	0	0
Septic	100	1	1	1		1				3	140	dmg-pois	50	62	62									1	dgrn	weap	circ											0	0	0
Envenomed	100	1	1	10		7				2	140	dmg-pois	75	82	82									1	dgrn	weap												0	0	0
Corosive	100	1	1	20		15				1	140	dmg-pois	100	410	410									1	dgrn	weap												0	0	0
Toxic	100	1	1	35		26				1	140	dmg-pois	125	616	616									1	dgrn	weap												0	0	0
Pestilent	100	1		50		37				1	140	dmg-pois	150	940	940									1	dgrn	weap												0	0	0
Maiden's	1	1	1	36		27	ama			4	125	ama		1	2											amul	circ											0	0	0
Valkyrie's	1	1	1	90		67	ama			2	125	ama		2	3									1	cgrn	amul	circ											0	0	0
Maiden's	1	1	1	30		22	ama			4	125	ama		1	2											miss	spea											0	0	0
Valkyrie's	1	1	1	50		42	ama			2	125	ama		2	3									1	cgrn	miss	spea											0	0	0
Monk's	1	1	1	36		27	pal			4	125	pal		1	2											amul	circ											0	0	0
Priest's	1	1	1	90		67	pal			2	125	pal		2	3									1	cgrn	amul	circ											0	0	0
Monk's	1	1	1	30		22	pal			4	125	pal		1	2											scep	ashd											0	0	0
Priest's	1	1	1	50		42	pal			2	125	pal		2	3									1	cgrn	scep	ashd											0	0	0
Monk's	1	1	1	35		27	pal			4	125	pal		1	2											swor	mace	hamm	shld									0	0	0
Priest's	1	1	1	65		58	pal			2	125	pal		2	3									1	cgrn	swor	mace	hamm	shld									0	0	0
Summoner's	1	1	1	36		27	nec			4	125	nec		1	2											amul	circ											0	0	0
Necromancer's	1	1	1	90		67	nec			2	125	nec		2	3									1	cgrn	amul	circ											0	0	0
Summoner's	1	1	1	30		22	nec			4	125	nec		1	2											wand	knif	head										0	0	0
Necromancer's	1	1	1	50		42	nec			2	125	nec		2	3									1	cgrn	wand	knif	head										0	0	0
Angel's	1	1	1	36		27	sor			4	125	sor		1	2											amul	circ											0	0	0
Arch-Angel's	1	1	1	90		67	sor			2	125	sor		2	3									1	cgrn	amul	circ											0	0	0
Angel's	1	1	1	30		22	sor			4	125	sor		1	2											staf	orb											0	0	0
Arch-Angel's	1	1	1	50		42	sor			2	125	sor		2	3									1	cgrn	staf	orb											0	0	0
Slayer's	1	1	1	36		27	bar			4	125	bar		1	2											amul	circ											0	0	0
Berserker's	1	1	1	90		67	bar			2	125	bar		2	3									1	cgrn	amul	circ											0	0	0
Slayer's	1	1	1	30		22	bar			4	125	bar		1	2											tkni	axe	spea	club	swor	hamm	mace	jave					0	0	0
Berserker's	1	1	1	50		42	bar			1	125	bar		2	3									1	cgrn	tkni	axe	spea	club	swor	hamm	mace	jave					0	0	0
Slayer's	100	1	1	30		22	bar			4	125	bar		1	2											phlm												0	0	0
Berserker's	100	1	1	50		42	bar			2	125	bar		2	3									1	cgrn	phlm												0	0	0
Shaman's	100	1	1	36		27	dru			4	125	dru		1	2											amul	circ											0	0	0
Hierophant's	100	1	1	90		67	dru			2	125	dru		2	3									1	cgrn	amul	circ											0	0	0
Shaman's	100	1	1	30		22	dru			4	125	dru		1	2											club	pelt											0	0	0
Hierophant's	100	1	1	50		42	dru			2	125	dru		2	3									1	cgrn	club	pelt											0	0	0
Magekiller's	100	1	1	36		27	ass			4	125	ass		1	2											amul	circ											0	0	0
Witch-hunter's	100	1	1	90		67	ass			2	125	ass		2	3									1	cgrn	amul	circ											0	0	0
Magekiller's	100	1	1	30		22	ass			4	125	ass		1	2											h2h												0	0	0
Witch-hunter's	100	1	1	50		42	ass			2	125	ass		2	3									1	cgrn	h2h												0	0	0
Compact	100	1	1	1		1				6	141	stack		20	40											thro												0	0	0
Thin	100	1	1	17		12				5	141	stack		41	80											thro												0	0	0
Dense	100	1	1	38		30				4	141	stack		81	120											thro												0	0	0
Consecrated	100	1	1	1		1				4	142	att-undead		25	75	dmg-undead		25	75							weap							wand	orb				0	0	0
Pure	100	1	1	15		11				3	142	att-undead		76	175	dmg-undead		76	125						lgld	weap							wand	orb				0	0	0
Sacred	100	1	1	25		18				2	142	att-undead		175	250	dmg-undead		126	200						lgld	weap							wand	orb				0	0	0
Hallowed	100	1	1	35		27				1	142	att-undead		251	325	dmg-undead		201	275						lgld	weap							wand	orb				0	0	0
Divine	100	1		45		37				1	142	att-undead		326	450	dmg-undead		276	350						lgld	weap							wand	orb				0	0	0
Pearl	100	1	1	18		13				1	142	att-undead		50	75	dmg-undead		50	75							jewl												0	0	0
Crimson	1	1	1	5		3				4	118	res-fire		8	15											armo	ring	amul	orb	circ	weap							0	0	0
Red	100	1	1	15		11				4	103	dmg-min		3	5									1	dred	lcha												0	0	0
Sanguinary	100	1	1	45		37				4	103	dmg-min		6	10									1	dred	lcha												0	0	0
Bloody	100	1		75		67				4	103	dmg-min		11	20									1	dred	lcha												0	0	0
Red	100	1	1	30		22				4	103	dmg-min		3	5									1	dred	mcha												0	0	0
Sanguinary	100	1		60		52				4	103	dmg-min		6	10									1	dred	mcha												0	0	0
Red	100	1	1	90		82				4	103	dmg-min		3	7									1	dred	scha												0	0	0
Jagged	100	1	1	7		5				4	104	dmg-max		3	5									1	blac	lcha												0	0	0
Forked	100	1	1	37		29				4	104	dmg-max		6	10									1	blac	lcha												0	0	0
Serrated	100	1		67		59				4	104	dmg-max		11	20									1	blac	lcha												0	0	0
Jagged	100	1	1	22		16				4	104	dmg-max		3	5									1	blac	mcha												0	0	0
Forked	100	1		52		44				4	104	dmg-max		6	10									1	blac	mcha												0	0	0
Jagged	100	1	1	81		73				4	104	dmg-max		3	7									1	blac	scha												0	0	0
Snowflake	100	1	1	9		6				2	137	cold-len		25	25	cold-min		2	2	cold-max		6	10			lcha												0	0	0
Shivering	100	1	1	15		11				1	137	cold-len		25	25	cold-min		4	8	cold-max		11	20			lcha												0	0	0
Boreal	100	1	1	30		22				1	137	cold-len		25	25	cold-min		10	15	cold-max		21	30	1	lblu	lcha												0	0	0
Hibernal	100	1		45		38				1	137	cold-len		25	25	cold-min		16	25	cold-max		31	50	1	lblu	lcha												0	0	0
Snowflake	100	1	1	18		13				2	137	cold-len		25	25	cold-min		2	5	cold-max		6	10			mcha												0	0	0
Shivering	100	1	1	29		21				1	137	cold-len		25	25	cold-min		6	10	cold-max		11	20			mcha												0	0	0
Boreal	100	1	1	49		41				1	137	cold-len		25	25	cold-min		11	15	cold-max		21	40	1	lblu	mcha												0	0	0
Hibernal	100	1		69		61				1	137	cold-len		25	25	cold-min		16	20	cold-max		41	60	1	lblu	mcha												0	0	0
Snowflake	100	1	1	27		20				2	137	cold-len		25	25	cold-min		1	4	cold-max		6	10			scha												0	0	0
Shivering	100	1	1	42		34				1	137	cold-len		25	25	cold-min		5	8	cold-max		11	20			scha												0	0	0
